...1,Year,Comodity,Units,Value
Lanark,oats2024,Oats,Acres harvested,244.17781019227124
Lanark,oats2024,Oats,Yield  (bushels/acre),44.97284084333926
Lanark,oats2024,Oats,Production ('000 bushels),10.981369795252117
Lanark,oats2024,Oats,Production ('000 tonnes),0.16935581560180313
Leeds and Grenville,oats2024,Oats,Acres seeded,3088.450396285359
Leeds and Grenville,oats2024,Oats,Acres harvested,2728.4216182353907
Leeds and Grenville,oats2024,Oats,Yield  (bushels/acre),78.6892238724274
Leeds and Grenville,oats2024,Oats,Production ('000 bushels),214.69737953569532
Leeds and Grenville,oats2024,Oats,Production ('000 tonnes),3.3110850920035677
Lennox and Addington,oats2024,Oats,Acres seeded,0
Lennox and Addington,oats2024,Oats,Acres harvested,0
Lennox and Addington,oats2024,Oats,Yield  (bushels/acre),0
Lennox and Addington,oats2024,Oats,Production ('000 bushels),0
Lennox and Addington,oats2024,Oats,Production ('000 tonnes),0
Ottawa,oats2024,Oats,Acres seeded,0
Ottawa,oats2024,Oats,Acres harvested,0
Ottawa,oats2024,Oats,Yield  (bushels/acre),0
Ottawa,oats2024,Oats,Production ('000 bushels),0
Ottawa,oats2024,Oats,Production ('000 tonnes),0
Prescott and Russell,oats2024,Oats,Acres seeded,0
Prescott and Russell,oats2024,Oats,Acres harvested,0
Prescott and Russell,oats2024,Oats,Yield  (bushels/acre),0
Prescott and Russell,oats2024,Oats,Production ('000 bushels),0
Prescott and Russell,oats2024,Oats,Production ('000 tonnes),0
Renfrew,oats2024,Oats,Acres seeded,2361.402734903013
Renfrew,oats2024,Oats,Acres harvested,2086.1278131644176
Renfrew,oats2024,Oats,Yield  (bushels/acre),59.78528576182425
Renfrew,oats2024,Oats,Production ('000 bushels),124.71974744572421
Renfrew,oats2024,Oats,Production ('000 tonnes),1.9234407859986462
"Stormont, Dundas and Glengarry",oats2024,Oats,Acres seeded,757.09095317501
"Stormont, Dundas and Glengarry",oats2024,Oats,Acres harvested,668.8348713962239
"Stormont, Dundas and Glengarry",oats2024,Oats,Yield  (bushels/acre),55.846555882925784
"Stormont, Dundas and Glengarry",oats2024,Oats,Production ('000 bushels),37.3521240218787
"Stormont, Dundas and Glengarry",oats2024,Oats,Production ('000 tonnes),0.5760483023638799
Eastern Ontario,oats2024,Oats,Acres seeded,6483.342368855845
Eastern Ontario,oats2024,Oats,Acres harvested,5727.562112988304
Eastern Ontario,oats2024,Oats,Yield  (bushels/acre),67.6990686699415
Eastern Ontario,oats2024,Oats,Production ('000 bushels),387.75062079855036
Eastern Ontario,oats2024,Oats,Production ('000 tonnes),5.979929995967897
Algoma,oats2024,Oats,Acres seeded,434.5460206779587
Algoma,oats2024,Oats,Acres harvested,433.6456198693438
Algoma,oats2024,Oats,Yield  (bushels/acre),72.33029051985572
Algoma,oats2024,Oats,Production ('000 bushels),31.365713667812557
Algoma,oats2024,Oats,Production ('000 tonnes),0.483725265534878
Cochrane,oats2024,Oats,Acres seeded,530.4847525159499
Cochrane,oats2024,Oats,Acres harvested,529.3855619184201
Cochrane,oats2024,Oats,Yield  (bushels/acre),104.71897241476921
Cochrane,oats2024,Oats,Production ('000 bushels),55.43671205531213
Cochrane,oats2024,Oats,Production ('000 tonnes),0.8549506809677698
Greater Sudbury,oats2024,Oats,Acres seeded,0
Greater Sudbury,oats2024,Oats,Acres harvested,0
Greater Sudbury,oats2024,Oats,Yield  (bushels/acre),0
Greater Sudbury,oats2024,Oats,Production ('000 bushels),0
Greater Sudbury,oats2024,Oats,Production ('000 tonnes),0
Kenora,oats2024,Oats,Acres seeded,158.01673479198544
Kenora,oats2024,Oats,Acres harvested,157.68931631612548
Kenora,oats2024,Oats,Yield  (bushels/acre),78.65198672813945
Kenora,oats2024,Oats,Production ('000 bushels),12.402578014065284
Kenora,oats2024,Oats,Production ('000 tonnes),0.1912738350770378
Manitoulin,oats2024,Oats,Acres seeded,2169.9083759827977
Manitoulin,oats2024,Oats,Acres harvested,2165.412218698221
Manitoulin,oats2024,Oats,Yield  (bushels/acre),87.56204677207361
Manitoulin,oats2024,Oats,Production ('000 bushels),189.6079259744733
Manitoulin,oats2024,Oats,Production ('000 tonnes),2.9241529560234616
Nipissing,oats2024,Oats,Acres seeded,606.6713925049423
Nipissing,oats2024,Oats,Acres harvested,605.4143394279799
Nipissing,oats2024,Oats,Yield  (bushels/acre),77.19698717282694
Nipissing,oats2024,Oats,Production ('000 bushels),46.73616299506726
Nipissing,oats2024,Oats,Production ('000 tonnes),0.7207699175698971
Rainy River,oats2024,Oats,Acres seeded,0
Rainy River,oats2024,Oats,Acres harvested,0
Rainy River,oats2024,Oats,Yield  (bushels/acre),0
Rainy River,oats2024,Oats,Production ('000 bushels),0
Rainy River,oats2024,Oats,Production ('000 tonnes),0
Sudbury,oats2024,Oats,Acres seeded,0
Sudbury,oats2024,Oats,Acres harvested,0
Sudbury,oats2024,Oats,Yield  (bushels/acre),0
Sudbury,oats2024,Oats,Production ('000 bushels),0
Sudbury,oats2024,Oats,Production ('000 tonnes),0
Thunder Bay,oats2024,Oats,Acres seeded,451.47638511995723
Thunder Bay,oats2024,Oats,Acres harvested,450.54090376035737
Thunder Bay,oats2024,Oats,Yield  (bushels/acre),95.86329994478247
Thunder Bay,oats2024,Oats,Production ('000 bushels),43.19033779457251
Thunder Bay,oats2024,Oats,Production ('000 tonnes),0.6660858362569401
Timiskaming,oats2024,Oats,Acres seeded,20121.738139315126
Timiskaming,oats2024,Oats,Acres harvested,20080.044904469458
Timiskaming,oats2024,Oats,Yield  (bushels/acre),110.8025112409434
Timiskaming,oats2024,Oats,Production ('000 bushels),2224.9194012461253
Timiskaming,oats2024,Oats,Production ('000 tonnes),34.31293607917901
Northern Ontario,oats2024,Oats,Acres seeded,24472.841800908718
Northern Ontario,oats2024,Oats,Acres harvested,24422.132864459905
Northern Ontario,oats2024,Oats,Yield  (bushels/acre),106.61062431350459
Northern Ontario,oats2024,Oats,Production ('000 bushels),2603.6588317474284
Northern Ontario,oats2024,Oats,Production ('000 tonnes),40.153894570609
Ontario,oats2024,Oats,Acres seeded,77500.00000000001
Ontario,oats2024,Oats,Acres harvested,65400
Ontario,oats2024,Oats,Yield  (bushels/acre),90.5
Ontario,oats2024,Oats,Production ('000 bushels),5918.7
Ontario,oats2024,Oats,Production ('000 tonnes),91.27880077727399
Brant,oats2023,Oats,Acres seeded,0
Brant,oats2023,Oats,Acres harvested,0
Brant,oats2023,Oats,Yield  (bushels/acre),0
Brant,oats2023,Oats,Production ('000 bushels),0
Brant,oats2023,Oats,Production ('000 tonnes),0
Chatham-Kent,oats2023,Oats,Acres seeded,0
Chatham-Kent,oats2023,Oats,Acres harvested,0
Chatham-Kent,oats2023,Oats,Yield  (bushels/acre),0
Chatham-Kent,oats2023,Oats,Production ('000 bushels),0
Chatham-Kent,oats2023,Oats,Production ('000 tonnes),0
Elgin,oats2023,Oats,Acres seeded,1521.5315145359089
Elgin,oats2023,Oats,Acres harvested,1416.975710707455
Elgin,oats2023,Oats,Yield  (bushels/acre),0
Elgin,oats2023,Oats,Production ('000 bushels),92.21311132956733
Elgin,oats2023,Oats,Production ('000 tonnes),1.422120096998355
Essex,oats2023,Oats,Acres seeded,0
Essex,oats2023,Oats,Acres harvested,0
Essex,oats2023,Oats,Yield  (bushels/acre),0
Essex,oats2023,Oats,Production ('000 bushels),0
Essex,oats2023,Oats,Production ('000 tonnes),0
Haldimand-Norfolk,oats2023,Oats,Acres seeded,1119.7788112595706
Haldimand-Norfolk,oats2023,Oats,Acres harvested,1042.8304387790795
Haldimand-Norfolk,oats2023,Oats,Yield  (bushels/acre),56.42033046195942
Haldimand-Norfolk,oats2023,Oats,Production ('000 bushels),58.83683797170581
Haldimand-Norfolk,oats2023,Oats,Production ('000 tonnes),0.9073877729204191
Hamilton,oats2023,Oats,Acres seeded,0
Hamilton,oats2023,Oats,Acres harvested,0
Hamilton,oats2023,Oats,Yield  (bushels/acre),0
Hamilton,oats2023,Oats,Production ('000 bushels),0
Hamilton,oats2023,Oats,Production ('000 tonnes),0
Lambton,oats2023,Oats,Acres seeded,991.5598634054218
Lambton,oats2023,Oats,Acres harvested,923.422373270025
Lambton,oats2023,Oats,Yield  (bushels/acre),63.7446094724221
Lambton,oats2023,Oats,Production ('000 bushels),58.86319856219493
Lambton,oats2023,Oats,Production ('000 tonnes),0.9077943086609749
Middlesex,oats2023,Oats,Acres seeded,867.6148804797439
Middlesex,oats2023,Oats,Acres harvested,807.9945766112717
Middlesex,oats2023,Oats,Yield  (bushels/acre),59.70322325355125
Middlesex,oats2023,Oats,Production ('000 bushels),48.23988059508137
Middlesex,oats2023,Oats,Production ('000 tonnes),0.7439604052170101
Niagara,oats2023,Oats,Acres seeded,102.57515828331945
Niagara,oats2023,Oats,Acres harvested,95.52645240724392
Niagara,oats2023,Oats,Yield  (bushels/acre),57.7919588661538
Niagara,oats2023,Oats,Production ('000 bushels),5.52066080814904
Niagara,oats2023,Oats,Production ('000 tonnes),0.08514019937924555
Oxford,oats2023,Oats,Acres seeded,192.3284217812235
Oxford,oats2023,Oats,Acres harvested,179.1120982635819
Oxford,oats2023,Oats,Yield  (bushels/acre),73.50275150380153
Oxford,oats2023,Oats,Production ('000 bushels),13.165232049992545
Oxford,oats2023,Oats,Production ('000 tonnes),0.20303556414041124
Southern Ontario,oats2023,Oats,Acres seeded,4795.388649745188
Southern Ontario,oats2023,Oats,Acres harvested,4465.861650038656
Southern Ontario,oats2023,Oats,Yield  (bushels/acre),61.9900352968379
Southern Ontario,oats2023,Oats,Production ('000 bushels),276.838921316691
Southern Ontario,oats2023,Oats,Production ('000 tonnes),4.269438347316416
Bruce,oats2023,Oats,Acres seeded,2269.046022839883
Bruce,oats2023,Oats,Acres harvested,1891.225569643729
Bruce,oats2023,Oats,Yield  (bushels/acre),90.9210622700719
Bruce,oats2023,Oats,Production ('000 bushels),171.9522377843297
Bruce,oats2023,Oats,Production ('000 tonnes),2.6518651149614403
Dufferin,oats2023,Oats,Acres seeded,766.1080120126054
Dufferin,oats2023,Oats,Acres harvested,638.5428267399255
Dufferin,oats2023,Oats,Yield  (bushels/acre),88.36084881774518
Dufferin,oats2023,Oats,Production ('000 bushels),56.422186177222216
Dufferin,oats2023,Oats,Production ('000 tonnes),0.8701487643382717
Grey,oats2023,Oats,Acres seeded,3166.9050942431863
Grey,oats2023,Oats,Acres harvested,2639.581493975867
Grey,oats2023,Oats,Yield  (bushels/acre),100.87222444073726
Grey,oats2023,Oats,Production ('000 bushels),266.2604568899502
Grey,oats2023,Oats,Production ('000 tonnes),4.1062961797901085
Halton,oats2023,Oats,Acres seeded,0
Halton,oats2023,Oats,Acres harvested,0
Halton,oats2023,Oats,Yield  (bushels/acre),0
Halton,oats2023,Oats,Production ('000 bushels),0
Halton,oats2023,Oats,Production ('000 tonnes),0
Huron,oats2023,Oats,Acres seeded,1854.2741692024927
Huron,oats2023,Oats,Acres harvested,1545.517669816387
Huron,oats2023,Oats,Yield  (bushels/acre),111.20181539656878
Huron,oats2023,Oats,Production ('000 bushels),171.864370611057
Huron,oats2023,Oats,Production ('000 tonnes),2.650510018368604
Peel,oats2023,Oats,Acres seeded,0
Peel,oats2023,Oats,Acres harvested,0
Peel,oats2023,Oats,Yield  (bushels/acre),0
Peel,oats2023,Oats,Production ('000 bushels),0
Peel,oats2023,Oats,Production ('000 tonnes),0
Perth,oats2023,Oats,Acres seeded,761.2283431462836
Perth,oats2023,Oats,Acres harvested,634.4756749772513
Perth,oats2023,Oats,Yield  (bushels/acre),93.11200612529747
Perth,oats2023,Oats,Production ('000 bushels),59.077302934834066
Perth,oats2023,Oats,Production ('000 tonnes),0.9110962483395649
Simcoe,oats2023,Oats,Acres seeded,9329.9268724083
Simcoe,oats2023,Oats,Acres harvested,7776.394170234005
Simcoe,oats2023,Oats,Yield  (bushels/acre),112.23857165697665
Simcoe,oats2023,Oats,Production ('000 bushels),872.8113743087049
Simcoe,oats2023,Oats,Production ('000 tonnes),13.460586877466842
Waterloo,oats2023,Oats,Acres seeded,609.958608290291
Waterloo,oats2023,Oats,Acres harvested,508.3939703343356
Waterloo,oats2023,Oats,Yield  (bushels/acre),105.07485170067542
Waterloo,oats2023,Oats,Production ('000 bushels),53.41942103839789
Waterloo,oats2023,Oats,Production ('000 tonnes),0.8238398112087519
Wellington,oats2023,Oats,Acres seeded,2639.900856680375
Wellington,oats2023,Oats,Acres harvested,2200.329103607001
Wellington,oats2023,Oats,Yield  (bushels/acre),103.1260478893724
Wellington,oats2023,Oats,Production ('000 bushels),226.9112445109554
Wellington,oats2023,Oats,Production ('000 tonnes),3.4994485751666424
Western Ontario,oats2023,Oats,Acres seeded,21397.347978823414
Western Ontario,oats2023,Oats,Acres harvested,17834.4604793285
Western Ontario,oats2023,Oats,Yield  (bushels/acre),105.3420481338939
Western Ontario,oats2023,Oats,Production ('000 bushels),1878.7185942554513
Western Ontario,oats2023,Oats,Production ('000 tonnes),28.97379158964022
Durham,oats2023,Oats,Acres seeded,1386.4484582092696
Durham,oats2023,Oats,Acres harvested,1078.4970282837176
Durham,oats2023,Oats,Yield  (bushels/acre),48.203755317573105
Durham,oats2023,Oats,Production ('000 bushels),51.987606862118035
Durham,oats2023,Oats,Production ('000 tonnes),0.8017582255654983
Haliburton,oats2023,Oats,Acres seeded,0
Haliburton,oats2023,Oats,Acres harvested,0
Haliburton,oats2023,Oats,Yield  (bushels/acre),0
Haliburton,oats2023,Oats,Production ('000 bushels),0
Haliburton,oats2023,Oats,Production ('000 tonnes),0
Hastings,oats2023,Oats,Acres seeded,309.3727964599194
Hastings,oats2023,Oats,Acres harvested,240.6563616831434
Hastings,oats2023,Oats,Yield  (bushels/acre),21.41631930040943
Hastings,oats2023,Oats,Production ('000 bushels),5.153973483481016
Hastings,oats2023,Oats,Production ('000 tonnes),0.07948510970483662
Kawartha Lakes,oats2023,Oats,Acres seeded,3133.8318456217826
Kawartha Lakes,oats2023,Oats,Acres harvested,2437.7598118644387
Kawartha Lakes,oats2023,Oats,Yield  (bushels/acre),56.164056065594686
Kawartha Lakes,oats2023,Oats,Production ('000 bushels),136.9144787480079
Kawartha Lakes,oats2023,Oats,Production ('000 tonnes),2.1115091876871146
Muskoka,oats2023,Oats,Acres seeded,0
Muskoka,oats2023,Oats,Acres harvested,0
Muskoka,oats2023,Oats,Yield  (bushels/acre),0
Muskoka,oats2023,Oats,Production ('000 bushels),0
Muskoka,oats2023,Oats,Production ('000 tonnes),0
Northumberland,oats2023,Oats,Acres seeded,716.14073254611
Northumberland,oats2023,Oats,Acres harvested,557.0749113035729
Northumberland,oats2023,Oats,Yield  (bushels/acre),55.42451814328639
Northumberland,oats2023,Oats,Production ('000 bushels),30.875608528714533
Northumberland,oats2023,Oats,Production ('000 tonnes),0.47616681361948326
Parry Sound,oats2023,Oats,Acres seeded,0
Parry Sound,oats2023,Oats,Acres harvested,0
Parry Sound,oats2023,Oats,Yield  (bushels/acre),0
Parry Sound,oats2023,Oats,Production ('000 bushels),0
Parry Sound,oats2023,Oats,Production ('000 tonnes),0
Peterborough,oats2023,Oats,Acres seeded,423.95531366729676
Peterborough,oats2023,Oats,Acres harvested,329.78834749171483
Peterborough,oats2023,Oats,Yield  (bushels/acre),62.209547960621705
Peterborough,oats2023,Oats,Production ('000 bushels),20.51598402014001
Peterborough,oats2023,Oats,Production ('000 tonnes),0.31639961784244797
Prince Edward,oats2023,Oats,Acres seeded,0
Prince Edward,oats2023,Oats,Acres harvested,0
Prince Edward,oats2023,Oats,Yield  (bushels/acre),0
Prince Edward,oats2023,Oats,Production ('000 bushels),0
Prince Edward,oats2023,Oats,Production ('000 tonnes),0
York,oats2023,Oats,Acres seeded,0
York,oats2023,Oats,Acres harvested,0
York,oats2023,Oats,Yield  (bushels/acre),0
York,oats2023,Oats,Production ('000 bushels),0
York,oats2023,Oats,Production ('000 tonnes),0
Central Ontario,oats2023,Oats,Acres seeded,5969.749146504379
Central Ontario,oats2023,Oats,Acres harvested,4643.776460626586
Central Ontario,oats2023,Oats,Yield  (bushels/acre),52.85518235504022
Central Ontario,oats2023,Oats,Production ('000 bushels),245.4476516424615
Central Ontario,oats2023,Oats,Production ('000 tonnes),3.785318954419381
Frontenac,oats2023,Oats,Acres seeded,0
Frontenac,oats2023,Oats,Acres harvested,0
Frontenac,oats2023,Oats,Yield  (bushels/acre),0
Frontenac,oats2023,Oats,Production ('000 bushels),0
Frontenac,oats2023,Oats,Production ('000 tonnes),0
Lanark,oats2023,Oats,Acres seeded,0
Lanark,oats2023,Oats,Acres harvested,0
Lanark,oats2023,Oats,Yield  (bushels/acre),0
Lanark,oats2023,Oats,Production ('000 bushels),0
Lanark,oats2023,Oats,Production ('000 tonnes),0
Leeds and Grenville,oats2023,Oats,Acres seeded,2582.7014920644688
Leeds and Grenville,oats2023,Oats,Acres harvested,2522.669789655145
Leeds and Grenville,oats2023,Oats,Yield  (bushels/acre),77.01541527675033
Leeds and Grenville,oats2023,Oats,Production ('000 bushels),194.2844614564034
Leeds and Grenville,oats2023,Oats,Production ('000 tonnes),2.9962749677123375
Lennox and Addington,oats2023,Oats,Acres seeded,0
Lennox and Addington,oats2023,Oats,Acres harvested,0
Lennox and Addington,oats2023,Oats,Yield  (bushels/acre),0
Lennox and Addington,oats2023,Oats,Production ('000 bushels),0
Lennox and Addington,oats2023,Oats,Production ('000 tonnes),0
Ottawa,oats2023,Oats,Acres seeded,0
Ottawa,oats2023,Oats,Acres harvested,0
Ottawa,oats2023,Oats,Yield  (bushels/acre),0
Ottawa,oats2023,Oats,Production ('000 bushels),0
Ottawa,oats2023,Oats,Production ('000 tonnes),0
Prescott and Russell,oats2023,Oats,Acres seeded,0
Prescott and Russell,oats2023,Oats,Acres harvested,0
Prescott and Russell,oats2023,Oats,Yield  (bushels/acre),0
Prescott and Russell,oats2023,Oats,Production ('000 bushels),0
Prescott and Russell,oats2023,Oats,Production ('000 tonnes),0
Renfrew,oats2023,Oats,Acres seeded,1876.870028394688
Renfrew,oats2023,Oats,Acres harvested,1833.2445055258002
Renfrew,oats2023,Oats,Yield  (bushels/acre),61.91196426929197
Renfrew,oats2023,Oats,Production ('000 bushels),113.49976832298917
Renfrew,oats2023,Oats,Production ('000 tonnes),1.750405112781672
"Stormont, Dundas and Glengarry",oats2023,Oats,Acres seeded,0
"Stormont, Dundas and Glengarry",oats2023,Oats,Acres harvested,0
"Stormont, Dundas and Glengarry",oats2023,Oats,Yield  (bushels/acre),0
"Stormont, Dundas and Glengarry",oats2023,Oats,Production ('000 bushels),0
"Stormont, Dundas and Glengarry",oats2023,Oats,Production ('000 tonnes),0
Eastern Ontario,oats2023,Oats,Acres seeded,4459.571520459157
Eastern Ontario,oats2023,Oats,Acres harvested,4355.914295180945
Eastern Ontario,oats2023,Oats,Yield  (bushels/acre),70.65892690310775
Eastern Ontario,oats2023,Oats,Production ('000 bushels),307.78422977939255
Eastern Ontario,oats2023,Oats,Production ('000 tonnes),4.746680080494009
Algoma,oats2023,Oats,Acres seeded,322.36295496106914
Algoma,oats2023,Oats,Acres harvested,309.21517753981755
Algoma,oats2023,Oats,Yield  (bushels/acre),78.39403513176696
Algoma,oats2023,Oats,Production ('000 bushels),24.24062549133201
Algoma,oats2023,Oats,Production ('000 tonnes),0.3738414220926562
Cochrane,oats2023,Oats,Acres seeded,0
Cochrane,oats2023,Oats,Acres harvested,0
Cochrane,oats2023,Oats,Yield  (bushels/acre),0
Cochrane,oats2023,Oats,Production ('000 bushels),0
Cochrane,oats2023,Oats,Production ('000 tonnes),0
Greater Sudbury,oats2023,Oats,Acres seeded,0
Greater Sudbury,oats2023,Oats,Acres harvested,0
Greater Sudbury,oats2023,Oats,Yield  (bushels/acre),0
Greater Sudbury,oats2023,Oats,Production ('000 bushels),0
Greater Sudbury,oats2023,Oats,Production ('000 tonnes),0
Kenora,oats2023,Oats,Acres seeded,278.4043701936507
Kenora,oats2023,Oats,Acres harvested,267.0494715116607
Kenora,oats2023,Oats,Yield  (bushels/acre),0
Kenora,oats2023,Oats,Production ('000 bushels),14.29601342358638
Kenora,oats2023,Oats,Production ('000 tonnes),0.22047459090691807
Manitoulin,oats2023,Oats,Acres seeded,2997.975481137938
Manitoulin,oats2023,Oats,Acres harvested,2875.7011511202986
Manitoulin,oats2023,Oats,Yield  (bushels/acre),79.22199994530992
Manitoulin,oats2023,Oats,Production ('000 bushels),227.81879643677996
Manitoulin,oats2023,Oats,Production ('000 tonnes),3.5134449344064027
Nipissing,oats2023,Oats,Acres seeded,674.0316331004173
Nipissing,oats2023,Oats,Acres harvested,646.540825765073
Nipissing,oats2023,Oats,Yield  (bushels/acre),77.67065554896972
Nipissing,oats2023,Oats,Production ('000 bushels),50.21724977634543
Nipissing,oats2023,Oats,Production ('000 tonnes),0.7744555963163603
Rainy River,oats2023,Oats,Acres seeded,0
Rainy River,oats2023,Oats,Acres harvested,0
Rainy River,oats2023,Oats,Yield  (bushels/acre),0
Rainy River,oats2023,Oats,Production ('000 bushels),0
Rainy River,oats2023,Oats,Production ('000 tonnes),0
Sudbury,oats2023,Oats,Acres seeded,1374.4384170612857
Sudbury,oats2023,Oats,Acres harvested,1318.3810751470403
Sudbury,oats2023,Oats,Yield  (bushels/acre),69.22726727620254
Sudbury,oats2023,Oats,Production ('000 bushels),91.26791906109142
Sudbury,oats2023,Oats,Production ('000 tonnes),1.4075432445188523
Thunder Bay,oats2023,Oats,Acres seeded,0
Thunder Bay,oats2023,Oats,Acres harvested,0
Thunder Bay,oats2023,Oats,Yield  (bushels/acre),0
Thunder Bay,oats2023,Oats,Production ('000 bushels),0
Thunder Bay,oats2023,Oats,Production ('000 tonnes),0
Timiskaming,oats2023,Oats,Acres seeded,18330.7298480135
Timiskaming,oats2023,Oats,Acres harvested,17583.099413741424
Timiskaming,oats2023,Oats,Yield  (bushels/acre),90.1860338443849
Timiskaming,oats2023,Oats,Production ('000 bushels),1585.7499988168684
Timiskaming,oats2023,Oats,Production ('000 tonnes),24.455599747337658
Northern Ontario,oats2023,Oats,Acres seeded,23977.94270446786
Northern Ontario,oats2023,Oats,Acres harvested,22999.987114825315
Northern Ontario,oats2023,Oats,Yield  (bushels/acre),86.67790086373468
Northern Ontario,oats2023,Oats,Production ('000 bushels),1993.5906030060037
Northern Ontario,oats2023,Oats,Production ('000 tonnes),30.74535953557885
Ontario,oats2023,Oats,Acres seeded,60600
Ontario,oats2023,Oats,Acres harvested,54300
Ontario,oats2023,Oats,Yield  (bushels/acre),86.6
Ontario,oats2023,Oats,Production ('000 bushels),4702.38
Ontario,oats2023,Oats,Production ('000 tonnes),72.52058850744888
Brant,oats2022,Oats,Acres seeded,0
Brant,oats2022,Oats,Acres harvested,0
Brant,oats2022,Oats,Yield  (bushels/acre),0
Brant,oats2022,Oats,Production ('000 bushels),0
Brant,oats2022,Oats,Production ('000 tonnes),0
Chatham-Kent,oats2022,Oats,Acres seeded,0
Chatham-Kent,oats2022,Oats,Acres harvested,0
Chatham-Kent,oats2022,Oats,Yield  (bushels/acre),0
Chatham-Kent,oats2022,Oats,Production ('000 bushels),0
Chatham-Kent,oats2022,Oats,Production ('000 tonnes),0
Elgin,oats2022,Oats,Acres seeded,0
Elgin,oats2022,Oats,Acres harvested,0
Elgin,oats2022,Oats,Yield  (bushels/acre),0
Elgin,oats2022,Oats,Production ('000 bushels),0
Elgin,oats2022,Oats,Production ('000 tonnes),0
Essex,oats2022,Oats,Acres seeded,0
Essex,oats2022,Oats,Acres harvested,0
Essex,oats2022,Oats,Yield  (bushels/acre),0
Essex,oats2022,Oats,Production ('000 bushels),0
Essex,oats2022,Oats,Production ('000 tonnes),0
Haldimand-Norfolk,oats2022,Oats,Acres seeded,1025.801292343406
Haldimand-Norfolk,oats2022,Oats,Acres harvested,865.2615028476753
Haldimand-Norfolk,oats2022,Oats,Yield  (bushels/acre),56.55415948652038
Haldimand-Norfolk,oats2022,Oats,Production ('000 bushels),48.934137029593735
Haldimand-Norfolk,oats2022,Oats,Production ('000 tonnes),0.7546672994292856
Hamilton,oats2022,Oats,Acres seeded,200.15634972554264
Hamilton,oats2022,Oats,Acres harvested,168.8315127507659
Hamilton,oats2022,Oats,Yield  (bushels/acre),17.99625869742519
Hamilton,oats2022,Oats,Production ('000 bushels),3.038335579740423
Hamilton,oats2022,Oats,Production ('000 tonnes),0.046857524131587905
Lambton,oats2022,Oats,Acres seeded,1000.7817486277132
Lambton,oats2022,Oats,Acres harvested,844.1575637538295
Lambton,oats2022,Oats,Yield  (bushels/acre),87.77124910996514
Lambton,oats2022,Oats,Production ('000 bushels),74.09276381629866
Lambton,oats2022,Oats,Production ('000 tonnes),1.1426662320147227
Middlesex,oats2022,Oats,Acres seeded,2226.7393906966618
Middlesex,oats2022,Oats,Acres harvested,1878.2505793522707
Middlesex,oats2022,Oats,Yield  (bushels/acre),51.45573885761016
Middlesex,oats2022,Oats,Production ('000 bushels),96.64677132030543
Middlesex,oats2022,Oats,Production ('000 tonnes),1.490496457856103
Niagara,oats2022,Oats,Acres seeded,2020.3281550421962
Niagara,oats2022,Oats,Acres harvested,1704.1430818280435
Niagara,oats2022,Oats,Yield  (bushels/acre),73.30841919896903
Niagara,oats2022,Oats,Production ('000 bushels),124.9280354176732
Niagara,oats2022,Oats,Production ('000 tonnes),1.926653024546948
Oxford,oats2022,Oats,Acres seeded,87.5684030049249
Oxford,oats2022,Oats,Acres harvested,73.86378682846008
Oxford,oats2022,Oats,Yield  (bushels/acre),86.7471175432485
Oxford,oats2022,Oats,Production ('000 bushels),6.407470598197877
Oxford,oats2022,Oats,Production ('000 tonnes),0.09881667126550503
Southern Ontario,oats2022,Oats,Acres seeded,6561.375339440445
Southern Ontario,oats2022,Oats,Acres harvested,5534.508027361045
Southern Ontario,oats2022,Oats,Yield  (bushels/acre),63.970909792071566
Southern Ontario,oats2022,Oats,Production ('000 bushels),354.04751376180934
Southern Ontario,oats2022,Oats,Production ('000 tonnes),5.460157209244152
Bruce,oats2022,Oats,Acres seeded,5561.594545823739
Bruce,oats2022,Oats,Acres harvested,4596.876403114179
Bruce,oats2022,Oats,Yield  (bushels/acre),84.47713785842554
Bruce,oats2022,Oats,Production ('000 bushels),388.33096162401984
Bruce,oats2022,Oats,Production ('000 tonnes),5.988880071928994
Dufferin,oats2022,Oats,Acres seeded,3400.8314786710434
Dufferin,oats2022,Oats,Acres harvested,2810.9208333084907
Dufferin,oats2022,Oats,Yield  (bushels/acre),110.55348195343308
Dufferin,oats2022,Oats,Production ('000 bushels),310.7570856176993
Dufferin,oats2022,Oats,Production ('000 tonnes),4.792527769311547
Grey,oats2022,Oats,Acres seeded,4448.776615165423
Grey,oats2022,Oats,Acres harvested,3677.088661620719
Grey,oats2022,Oats,Yield  (bushels/acre),96.46250586156461
Grey,oats2022,Oats,Production ('000 bushels),354.70118657508135
Grey,oats2022,Oats,Production ('000 tonnes),5.470238218671253
Halton,oats2022,Oats,Acres seeded,37.42661201765639
Halton,oats2022,Oats,Acres harvested,30.93456529686527
Halton,oats2022,Oats,Yield  (bushels/acre),26.034127665653063
Halton,oats2022,Oats,Production ('000 bushels),0.8053544222200713
Halton,oats2022,Oats,Production ('000 tonnes),0.012420258817125803
Huron,oats2022,Oats,Acres seeded,2068.4440908424763
Huron,oats2022,Oats,Acres harvested,1709.6503087400872
Huron,oats2022,Oats,Yield  (bushels/acre),89.92454807374156
Huron,oats2022,Oats,Production ('000 bushels),153.73953137758508
Huron,oats2022,Oats,Production ('000 tonnes),2.370986881613539
Peel,oats2022,Oats,Acres seeded,79.84343897100031
Peel,oats2022,Oats,Acres harvested,65.99373929997925
Peel,oats2022,Oats,Yield  (bushels/acre),67.95312298592498
